"MB QR","ASIN","ORDER CODE","SKU USA","FNSKU USA","Nombre","SKU SPAIN","FNSKU SPAIN","SKU UK","FNSKU UK","MB Packing","","","","","","","","","","","","","",""
"","B07GVNJFWN","BTPSCUSCU-0DDF-5M2P","BTPSCUSCU-0DDF-5M2P","X001VK91FJ","SC to SC Fiber Patch Cable Single Mode Duplex - 5m (16.4ft) - 9/125um OS1 (2 Pack) - Beyondtech PureOptics Cable Series","BTPSCUSCU-0DDF-5M2P","B07GVNJFWN","BTPSCUSCU-0DDF-5M2P","X00113ON3X","","","","","","","","","","","","","","",""
"","B07GVNQXTB","BTPLCUSTU-0DDF-5M5P","BTPLCUSTU-0DDF-5M5P","X001VKFAFJ","LC to ST Fiber Patch Cable Single Mode Duplex - 5m (16.4ft) - 9/125um OS1 (5 Pack) - Beyondtech PureOptics Cable Series","BTPLCUSTU-0DDF-5M5P","B07GVNQXTB","BTPLCUSTU-0DDF-5M5P","X00111ZDKH","","","","","","","","","","","","","","",""
"","B07GVNRSRQ","BTPSCUSTU-0DDF-5M2P","BTPSCUSTU-0DDF-5M2P","X001VKRO8Z","SC to ST Fiber Patch Cable Single Mode Duplex - 5m (16.4ft) - 9/125um OS1 (2 Pack) - Beyondtech PureOptics Cable Series","BTPSCUSTU-0DDF-5M2P","B07GVNRSRQ","BTPSCUSTU-0DDF-5M2P","X0011856AR","","","","","","","","","","","","","","",""
"","B07GVPH3FR","BTPLCULCU-0DDF-5M2P","BTPLCULCU-0DDF-5M2P","X001VKDGQJ","LC to LC Fiber Patch Cable Single Mode Duplex - 5m (16.4ft) - 9/125um OS1 (2 Pack) - Beyondtech PureOptics Cable Series","BTPLCULCU-0DDF-5M2P","B07GVPH3FR","BTPLCULCU-0DDF-5M2P","X0011856H5","","","","","","","","","","","","","","",""
"","B07GVQBNPL","BTPLCUSTU-0DDF-5M2P","BTPLCUSTU-0DDF-5M2P","X001VKRPUR","LC to ST Fiber Patch Cable Single Mode Duplex - 5m (16.4ft) - 9/125um OS1 (2 Pack) - Beyondtech PureOptics Cable Series","BTPLCUSTU-0DDF-5M2P","B07GVQBNPL","BTPLCUSTU-0DDF-5M2P","X00111ZDMZ","","","","","","","","","","","","","","",""
"","B07GVQGQY5","BTPLCULCU-0DDF-5M5P","BTPLCULCU-0DDF-5M5P","X001VK92D5","LC to LC Fiber Patch Cable Single Mode Duplex - 5m (16.4ft) - 9/125um OS1 (5 Pack) - Beyondtech PureOptics Cable Series","BTPLCULCU-0DDF-5M5P","B07GVQGQY5","BTPLCULCU-0DDF-5M5P","X0011856AH","","","","","","","","","","","","","","",""
"","B07GVQK9VN","BTPLCUSCU-0DDF-5M5P","BTPLCUSCU-0DDF-5M5P","X001VKFF13","LC to SC Fiber Patch Cable Single Mode Duplex - 5m (16.4ft) - 9/125um OS1 (5 Pack) - Beyondtech PureOptics Cable Series","BTPLCUSCU-0DDF-5M5P","B07GVQK9VN","BTPLCUSCU-0DDF-5M5P","X00115KC3L","","","","","","","","","","","","","","",""
"","B07GVQTKPY","BTPSTUSTU-0DDF-5M2P","BTPSTUSTU-0DDF-5M2P","X001VKF23J","ST to ST Fiber Patch Cable Single Mode Duplex - 5m (16.4ft) - 9/125um OS1 (2 Pack) - Beyondtech PureOptics Cable Series","BTPSTUSTU-0DDF-5M2P","B07GVQTKPY","BTPSTUSTU-0DDF-5M2P","X001185DK5","","","","","","","","","","","","","","",""
"","B07NFW28LS","BTAPSCDA-SMH6GZ-1P","BTAPSCDA-SMH6GZ-1P","X0021Q5WOL","SC Fiber Adapter Panel LGX Footprint APC, Loaded w/6 SC Duplex OS1/OS2 Singlemode Green - Beyondtech Single mode Series","","","","","","","","","","","","","","","","","","",""
"","B07NFY93XT","BTAPLCQU-SMH6UZ-1P","BTAPLCQU-SMH6UZ-1P","X0021R2R1B","LC Fiber Adapter Panel LGX Footprint UPC, Loaded w/6 LC Quad OS1/OS2 Singlemode Blue - Beyondtech Single mode Series","","","","","","","","","","","","","","","","","","",""
"","B07NGFQCWF","BTAPSCDA-SMH8GZ-1P","BTAPSCDA-SMH8GZ-1P","X0021U0QC5","SC Fiber Adapter Panel LGX Footprint APC, Loaded w/8 SC Duplex OS1/OS2 Singlemode Green - Beyondtech Single mode Series","","","","","","","","","","","","","","","","","","",""
"","B07NGHFWT3","BTAPLCSA-SMH6GZ-1P","BTAPLCSA-SMH6GZ-1P","X0021P61QP","LC Fiber Adapter Panel LGX Footprint APC, Loaded w/6 LC Simplex OS1/OS2 Singlemode Green - Beyondtech Single mode Series","","","","","","","","","","","","","","","","","","",""
"","B07NGJB7KC","BTAPLCDA-SMH6GZ-1P","BTAPLCDA-SMH6GZ-1P","X0021U0SBT","LC Fiber Adapter Panel LGX Footprint APC, Loaded w/6 LC Duplex OS1/OS2 Singlemode Green - Beyondtech Single mode Series","","","","","","","","","","","","","","","","","","",""
"","B07NGJWLKL","BTAPSCDU-SMH6UZ-1P","BTAPSCDU-SMH6UZ-1P","X0021S7P17","SC Fiber Adapter Panel LGX Footprint UPC, Loaded w/6 SC Duplex OS1/OS2 Singlemode Blue - Beyondtech Single mode Series","","","","","","","","","","","","","","","","","","",""
"","B07NGK7K4D","BTAPLCQU-SMH12UZ-1P","BTAPLCQU-SMH12UZ-1P","X0021R2R39","LC Fiber Adapter Panel LGX Footprint UPC, Loaded w/12 LC Quad OS1/OS2 Singlemode Blue - Beyondtech Single mode Series","","","","","","","","","","","","","","","","","","",""
"","B07NGKH1YY","BTAPLCDU-SMH6UZ-1P","BTAPLCDU-SMH6UZ-1P","X0021T3AJ7","LC Fiber Adapter Panel LGX Footprint UPC, Loaded w/6 LC Duplex OS1/OS2 Singlemode Blue - Beyondtech Single mode Series","","","","","","","","","","","","","","","","","","",""
"","B07NGKPKLB","BTAPLCQU-SMH8UZ-1P","BTAPLCQU-SMH8UZ-1P","X0021U0DWX","LC Fiber Adapter Panel LGX Footprint UPC, Loaded w/8 LC Quad OS1/OS2 Singlemode Blue - Beyondtech Single mode Series","","","","","","","","","","","","","","","","","","",""
"","B07NGKTCQ9","BTAPSCDU-SMH12UZ-1P","BTAPSCDU-SMH12UZ-1P","X002229FC9","SC Fiber Adapter Panel LGX Footprint UPC, Loaded w/12 SC Duplex OS1/OS2 Singlemode Blue - Beyondtech Single mode Series","","","","","","","","","","","","","","","","","","",""
"","B07NGKY6BH","BTAPLCSU-SMH8UZ-1P","BTAPLCSU-SMH8UZ-1P","X0021T375J","LC Fiber Adapter Panel LGX Footprint UPC, Loaded w/8 LC Simplex OS1/OS2 Singlemode Blue - Beyondtech Single mode Series","","","","","","","","","","","","","","","","","","",""
"","B07NGLJTYQ","BTAPFCDSU-SMH12AZ-1P","BTAPFCDSU-SMH12AZ-1P","X0021Q5GID","FC Fiber Adapter Panel LGX Footprint UPC, Loaded w/12 FC Simplex OS1/OS2 Singlemode Black - Beyondtech Single mode Series","","","","","","","","","","","","","","","","","","",""
"","B07NGLMLP3","BTAPSCQA-SMH6GZ-1P","BTAPSCQA-SMH6GZ-1P","X0021U0RZ1","SC Fiber Adapter Panel LGX Footprint APC, Loaded w/6 SC Quad OS1/OS2 Singlemode Green - Beyondtech Single mode Series","","","","","","","","","","","","","","","","","","",""
"","B07NGNTY1F","BTAPSCQA-SMH8GZ-1P","BTAPSCQA-SMH8GZ-1P","X0021Q5TJ9","SC Fiber Adapter Panel LGX Footprint APC, Loaded w/8 SC Quad OS1/OS2 Singlemode Green - Beyondtech Single mode Series","","","","","","","","","","","","","","","","","","",""
"","B07NGP3YQ2","BTAPLCDU-SMH12UZ-1P","BTAPLCDU-SMH12UZ-1P","X0021T35AB","LC Fiber Adapter Panel LGX Footprint UPC, Loaded w/12 LC Duplex OS1/OS2 Singlemode Blue - Beyondtech Single mode Series","","","","","","","","","","","","","","","","","","",""
"","B07NGPXKQQ","BTAPLCSA-SMH8GZ-1P","BTAPLCSA-SMH8GZ-1P","X002229U9H","LC Fiber Adapter Panel LGX Footprint APC, Loaded w/8 LC Simplex OS1/OS2 Singlemode Green - Beyondtech Single mode Series","","","","","","","","","","","","","","","","","","",""
"","B07NGQBYXQ","BTAPLCQA-SMH6GZ-1P","BTAPLCQA-SMH6GZ-1P","X002229V0P","LC Fiber Adapter Panel LGX Footprint APC, Loaded w/6 LC Quad OS1/OS2 Singlemode Green - Beyondtech Single mode Series","","","","","","","","","","","","","","","","","","",""
"","B07NGRDWHD","BTAPSCSU-SMH8UZ-1P","BTAPSCSU-SMH8UZ-1P","X0021U0YKJ","SC Fiber Adapter Panel LGX Footprint UPC, Loaded w/8 SC Simplex OS1/OS2 Singlemode Blue - Beyondtech Single mode Series","","","","","","","","","","","","","","","","","","",""
"","B07NGRF5RM","BTAPFCDSU-SMH8AZ-1P","BTAPFCDSU-SMH8AZ-1P","X002229UKV","FC Fiber Adapter Panel LGX Footprint UPC, Loaded w/8 FC Simplex OS1/OS2 Singlemode Black - Beyondtech Single mode Series","","","","","","","","","","","","","","","","","","",""
"","B07NGRJ4FV","BTAPLCSU-SMH12UZ-1P","BTAPLCSU-SMH12UZ-1P","X0021U0S05","LC Fiber Adapter Panel LGX Footprint UPC, Loaded w/12 LC Simplex OS1/OS2 Singlemode Blue - Beyondtech Single mode Series","","","","","","","","","","","","","","","","","","",""
"","B07NGST1TK","BTAPSCSA-SMH6GZ-1P","BTAPSCSA-SMH6GZ-1P","X0021U05A3","SC Fiber Adapter Panel LGX Footprint APC, Loaded w/6 SC Simplex OS1/OS2 Singlemode Green - Beyondtech Single mode Series","","","","","","","","","","","","","","","","","","",""
"","B07NGTYQWL","BTAPSTSU-SMH6AZ-1P","BTAPSTSU-SMH6AZ-1P","X0021T3NGR","ST Fiber Adapter Panel LGX Footprint UPC, Loaded w/6 ST Simplex OS1/OS2 Singlemode Black - Beyondtech Single mode Series","","","","","","","","","","","","","","","","","","",""
"","B07NGVFVD3","BTAPLCDU-SMH8UZ-1P","BTAPLCDU-SMH8UZ-1P","X002229UZ1","LC Fiber Adapter Panel LGX Footprint UPC, Loaded w/8 LC Duplex OS1/OS2 Singlemode Blue - Beyondtech Single mode Series","","","","","","","","","","","","","","","","","","",""
"","B07NGX9N61","BTAPSCSU-SMH6UZ-1P","BTAPSCSU-SMH6UZ-1P","X0021S7M6Z","SC Fiber Adapter Panel LGX Footprint UPC, Loaded w/6 SC Simplex OS1/OS2 Singlemode Blue - Beyondtech Single mode Series","","","","","","","","","","","","","","","","","","",""
"","B07NGXLVBN","BTAPSTSU-SMH8AZ-1P","BTAPSTSU-SMH8AZ-1P","X0021U0QNJ","ST Fiber Adapter Panel LGX Footprint UPC, Loaded w/8 ST Simplex OS1/OS2 Singlemode Black - Beyondtech Single mode Series","","","","","","","","","","","","","","","","","","",""
"","B07PY4RLF9","BTPLCULCU-0DDF-30M1P","BT-FOOS1PC-LCLC-98FT1P","X001D65QGT","LC to LC Fiber Patch Cable Single Mode Duplex - 30m (98.4ft) - 9/125um OS1 / - Beyondtech PureOptics Cable Series","BTPLCULCU-0DDF-30M1P","B07PY4RLF9","BTPLCULCU-0DDF-30M1P","X00115KIZX","","","","","","","","","","","","","","",""
"","B07Q1DFGD6","BTPSCUSTU-0DDF-30M1P","BT-FOOS1PC-SCST-98FT1P","X001DB4D2H","SC to ST Fiber Patch Cable Single Mode Duplex - 30m (98.4ft) - 9/125um OS1 / - Beyondtech PureOptics Cable Series","BTPSCUSTU-0DDF-30M1P","B07Q1DFGD6","BTPSCUSTU-0DDF-30M1P","X00111ZDGV","","","","","","","","","","","","","","",""
"","B07Q1DGDYH","BTPLCUSTU-0DDF-30M1P","BT-FOOS1PC-LCST-98FT1P","X001D4VAZH","LC to ST Fiber Patch Cable Single Mode Duplex - 30m (98.4ft) - 9/125um OS1 / - Beyondtech PureOptics Cable Series","BTPLCUSTU-0DDF-30M1P","B07Q1DGDYH","BTPLCUSTU-0DDF-30M1P","X00110ID6J","","","","","","","","","","","","","","",""
"","B07Q21ZH7K","BTPSTUSTU-0DDF-30M1P","BT-FOOS1PC-STST-98FT1P","X001D4VAZ7","ST to ST Fiber Patch Cable Single Mode Duplex - 30m (98.4ft) - 9/125um OS1 / - Beyondtech PureOptics Cable Series","BTPSTUSTU-0DDF-30M1P","B07Q21ZH7K","BTPSTUSTU-0DDF-30M1P","X001185675","","","","","","","","","","","","","","",""
"","B07Q23N1VS","BTPLCUSCU-0DDF-30M1P","BT-FOOS1PC-LCSC-98FT1P","X001D6LVLD","LC to SC Fiber Patch Cable Single Mode Duplex - 30m (98.4ft) - 9/125um OS1 / - Beyondtech PureOptics Cable Series","BTPLCUSCU-0DDF-30M1P","B07Q23N1VS","BTPLCUSCU-0DDF-30M1P","X00115KC45","","","","","","","","","","","","","","",""
"","B07Q25MB3L","BTPSCUSCU-0DDF-30M1P","BT-FOOS1PC-SCSC-98FT1P","X001DB2E69","SC to SC Fiber Patch Cable Single Mode Duplex - 30m (98.4ft) - 9/125um OS1 / - Beyondtech PureOptics Cable Series","BTPSCUSCU-0DDF-30M1P","B07Q25MB3L","BTPSCUSCU-0DDF-30M1P","X00111ZDHP","","","","","","","","","","","","","","",""
"","B087GXBLGM","BTPSCASCA-0SIB-10M1P","BTPSCASCA-0SIB-10M1P","X002IEAC4V","SC/APC to SC/APC Fiber Patch Cable Single Mode Simplex - 10m (32.8ft) - 9/125um OS1 / 2.0mm LSZH (1 Pack) - Beyondtech PureOptics Cable Series","","","","","","","","","","","","","","","","","","",""
"","B087GY1Q7Y","BTPLCASCA-0SIB-5M1P","BTPLCASCA-0SIB-5M1P","X002IE3JC3","LC/APC to SC/APC Fiber Patch Cable Single Mode Simplex - 5m (16.4ft) - 9/125um OS1 / 2.0mm LSZH (1 Pack) - Beyondtech PureOptics Cable Series","","","","","","","","","","","","","","","","","","",""
"","B087H51N4J","BTPLCASCA-0SIB-3M1P","BTPLCASCA-0SIB-3M1P","X002IED9E1","LC/APC to SC/APC Fiber Patch Cable Single Mode Simplex - 3m (9.84ft) - 9/125um OS1 / 2.0mm LSZH (1 Pack) - Beyondtech PureOptics Cable Series","","","","","","","","","","","","","","","","","","",""
"","B087H7L1RV","BTPLCASCA-0SIB-1M1P","BTPLCASCA-0SIB-1M1P","X002IED9DH","LC/APC to SC/APC Fiber Patch Cable Single Mode Simplex - 1m (3.28ft) - 9/125um OS1 / 2.0mm LSZH (1 Pack) - Beyondtech PureOptics Cable Series","","","","","","","","","","","","","","","","","","",""
"","B087HCST92","BTPSCASCA-0SIB-5M1P","BTPSCASCA-0SIB-5M1P","X002IDKL7F","SC/APC to SC/APC Fiber Patch Cable Single Mode Simplex - 5m (16.4ft) - 9/125um OS1 / 2.0mm LSZH (1 Pack) - Beyondtech PureOptics Cable Series","","","","","","","","","","","","","","","","","","",""
